equipment_code,equipment_type,month,predicted_service_prob,predicted_service_label,severity,confidence_bucket,scenario_mode
EL316,Elevator,2028-02-01,0.622834,1,MONITOR,high,baseline
EL316,Elevator,2028-03-01,0.622407,1,MONITOR,high,baseline
EL316,Elevator,2028-04-01,0.625601,1,MONITOR,high,baseline
EL316,Elevator,2028-05-01,0.628953,1,MONITOR,high,baseline
EL316,Elevator,2028-06-01,0.63109,1,MONITOR,high,baseline
EL316,Elevator,2028-07-01,0.630706,1,MONITOR,high,baseline
EL316,Elevator,2028-08-01,0.628359,1,MONITOR,high,baseline
EL316,Elevator,2028-09-01,0.633635,1,MONITOR,high,baseline
EL316,Elevator,2028-10-01,0.638558,1,MONITOR,high,baseline
EL316,Elevator,2028-11-01,0.642632,1,MONITOR,high,baseline
EL316,Elevator,2028-12-01,0.65043,1,MONITOR,high,baseline
EL316,Elevator,2029-01-01,0.610148,1,MONITOR,high,baseline
EL316,Elevator,2029-02-01,0.612444,1,MONITOR,high,baseline
EL316,Elevator,2029-03-01,0.619081,1,MONITOR,high,baseline
EL316,Elevator,2029-04-01,0.622286,1,MONITOR,high,baseline
EL316,Elevator,2029-05-01,0.62565,1,MONITOR,high,baseline
EL316,Elevator,2029-06-01,0.629755,1,MONITOR,high,baseline
EL316,Elevator,2029-07-01,0.62937,1,MONITOR,high,baseline
EL316,Elevator,2029-08-01,0.62702,1,MONITOR,high,baseline
EL316,Elevator,2029-09-01,0.632304,1,MONITOR,high,baseline
EL316,Elevator,2029-10-01,0.63219,1,MONITOR,high,baseline
EL316,Elevator,2029-11-01,0.633621,1,MONITOR,high,baseline
EL316,Elevator,2029-12-01,0.641506,1,MONITOR,high,baseline
EL317,Elevator,2027-01-01,0.554829,1,MONITOR,medium,baseline
EL317,Elevator,2027-02-01,0.443501,1,MONITOR,medium,baseline
EL317,Elevator,2027-03-01,0.457643,1,MONITOR,medium,baseline
EL317,Elevator,2027-04-01,0.501932,1,MONITOR,medium,baseline
EL317,Elevator,2027-05-01,0.482899,1,MONITOR,medium,baseline
EL317,Elevator,2027-06-01,0.495136,1,MONITOR,medium,baseline
EL317,Elevator,2027-07-01,0.495454,1,MONITOR,medium,baseline
EL317,Elevator,2027-08-01,0.499744,1,MONITOR,medium,baseline
EL317,Elevator,2027-09-01,0.504676,1,MONITOR,medium,baseline
EL317,Elevator,2027-10-01,0.513092,1,MONITOR,medium,baseline
EL317,Elevator,2027-11-01,0.522012,1,MONITOR,medium,baseline
EL317,Elevator,2027-12-01,0.538776,1,MONITOR,medium,baseline
EL317,Elevator,2028-01-01,0.509919,1,MONITOR,medium,baseline
EL317,Elevator,2028-02-01,0.497866,1,MONITOR,medium,baseline
EL317,Elevator,2028-03-01,0.483565,1,MONITOR,medium,baseline
EL317,Elevator,2028-04-01,0.488486,1,MONITOR,medium,baseline
EL317,Elevator,2028-05-01,0.486532,1,MONITOR,medium,baseline
EL317,Elevator,2028-06-01,0.492687,1,MONITOR,medium,baseline
EL317,Elevator,2028-07-01,0.493004,1,MONITOR,medium,baseline
EL317,Elevator,2028-08-01,0.497295,1,MONITOR,medium,baseline
EL317,Elevator,2028-09-01,0.502226,1,MONITOR,medium,baseline
EL317,Elevator,2028-10-01,0.510644,1,MONITOR,medium,baseline
EL317,Elevator,2028-11-01,0.519567,1,MONITOR,medium,baseline
EL317,Elevator,2028-12-01,0.53634,1,MONITOR,medium,baseline
EL317,Elevator,2029-01-01,0.512051,1,MONITOR,medium,baseline
EL317,Elevator,2029-02-01,0.499999,1,MONITOR,medium,baseline
EL317,Elevator,2029-03-01,0.491519,1,MONITOR,medium,baseline
EL317,Elevator,2029-04-01,0.496443,1,MONITOR,medium,baseline
EL317,Elevator,2029-05-01,0.494488,1,MONITOR,medium,baseline
EL317,Elevator,2029-06-01,0.500825,1,MONITOR,medium,baseline
EL317,Elevator,2029-07-01,0.501142,1,MONITOR,medium,baseline
EL317,Elevator,2029-08-01,0.505433,1,MONITOR,medium,baseline
EL317,Elevator,2029-09-01,0.510363,1,MONITOR,medium,baseline
EL317,Elevator,2029-10-01,0.503329,1,MONITOR,medium,baseline
EL317,Elevator,2029-11-01,0.512259,1,MONITOR,medium,baseline
EL317,Elevator,2029-12-01,0.529056,1,MONITOR,medium,baseline
EL318,Elevator,2027-01-01,0.780008,1,URGENT,high,baseline
EL318,Elevator,2027-02-01,0.659593,1,MONITOR,high,baseline
EL318,Elevator,2027-03-01,0.625848,1,MONITOR,high,baseline
EL318,Elevator,2027-04-01,0.659907,1,MONITOR,high,baseline
EL318,Elevator,2027-05-01,0.668847,1,MONITOR,high,baseline
EL318,Elevator,2027-06-01,0.641029,1,MONITOR,high,baseline
EL318,Elevator,2027-07-01,0.641321,1,MONITOR,high,baseline
EL318,Elevator,2027-08-01,0.638232,1,MONITOR,high,baseline
EL318,Elevator,2027-09-01,0.648189,1,MONITOR,high,baseline
EL318,Elevator,2027-10-01,0.652035,1,MONITOR,high,baseline
EL318,Elevator,2027-11-01,0.686995,1,MONITOR,high,baseline
EL318,Elevator,2027-12-01,0.71514,1,URGENT,high,baseline
EL318,Elevator,2028-01-01,0.678943,1,MONITOR,high,baseline
EL318,Elevator,2028-02-01,0.647258,1,MONITOR,high,baseline
EL318,Elevator,2028-03-01,0.631377,1,MONITOR,high,baseline
EL318,Elevator,2028-04-01,0.638251,1,MONITOR,high,baseline
EL318,Elevator,2028-05-01,0.635879,1,MONITOR,high,baseline
EL318,Elevator,2028-06-01,0.641029,1,MONITOR,high,baseline
EL318,Elevator,2028-07-01,0.641321,1,MONITOR,high,baseline
EL318,Elevator,2028-08-01,0.638232,1,MONITOR,high,baseline
EL318,Elevator,2028-09-01,0.648189,1,MONITOR,high,baseline
EL318,Elevator,2028-10-01,0.652035,1,MONITOR,high,baseline
EL318,Elevator,2028-11-01,0.686995,1,MONITOR,high,baseline
EL318,Elevator,2028-12-01,0.71514,1,URGENT,high,baseline
EL318,Elevator,2029-01-01,0.681697,1,MONITOR,high,baseline
EL318,Elevator,2029-02-01,0.650145,1,MONITOR,high,baseline
EL318,Elevator,2029-03-01,0.637448,1,MONITOR,high,baseline
EL318,Elevator,2029-04-01,0.644272,1,MONITOR,high,baseline
EL318,Elevator,2029-05-01,0.641917,1,MONITOR,high,baseline
EL318,Elevator,2029-06-01,0.645246,1,MONITOR,high,baseline
EL318,Elevator,2029-07-01,0.645536,1,MONITOR,high,baseline
EL318,Elevator,2029-08-01,0.642463,1,MONITOR,high,baseline
EL318,Elevator,2029-09-01,0.652367,1,MONITOR,high,baseline
EL318,Elevator,2029-10-01,0.644314,1,MONITOR,high,baseline
EL318,Elevator,2029-11-01,0.679668,1,MONITOR,high,baseline
EL318,Elevator,2029-12-01,0.708193,1,URGENT,high,baseline
EL319,Elevator,2027-01-01,0.621342,1,MONITOR,high,baseline
EL319,Elevator,2027-02-01,0.385564,1,MONITOR,low,baseline
EL319,Elevator,2027-03-01,0.366329,1,MONITOR,low,baseline
EL319,Elevator,2027-04-01,0.366441,1,MONITOR,low,baseline
EL319,Elevator,2027-05-01,0.357042,1,MONITOR,low,baseline
EL319,Elevator,2027-06-01,0.381193,1,MONITOR,low,baseline
EL319,Elevator,2027-07-01,0.382299,1,MONITOR,low,baseline
EL319,Elevator,2027-08-01,0.375215,1,MONITOR,low,baseline
EL319,Elevator,2027-09-01,0.377409,1,MONITOR,low,baseline
EL319,Elevator,2027-10-01,0.415562,1,MONITOR,medium,baseline
EL319,Elevator,2027-11-01,0.448835,1,MONITOR,medium,baseline
EL319,Elevator,2027-12-01,0.448426,1,MONITOR,medium,baseline
EL319,Elevator,2028-01-01,0.399463,1,MONITOR,low,baseline
EL319,Elevator,2028-02-01,0.430429,1,MONITOR,medium,baseline
EL319,Elevator,2028-03-01,0.431096,1,MONITOR,medium,baseline
EL319,Elevator,2028-04-01,0.43148,1,MONITOR,medium,baseline
EL319,Elevator,2028-05-01,0.429811,1,MONITOR,medium,baseline
EL319,Elevator,2028-06-01,0.437948,1,MONITOR,medium,baseline
EL319,Elevator,2028-07-01,0.435781,1,MONITOR,medium,baseline
EL319,Elevator,2028-08-01,0.426023,1,MONITOR,medium,baseline
EL319,Elevator,2028-09-01,0.429873,1,MONITOR,medium,baseline
EL319,Elevator,2028-10-01,0.432806,1,MONITOR,medium,baseline
EL319,Elevator,2028-11-01,0.466358,1,MONITOR,medium,baseline
EL319,Elevator,2028-12-01,0.473758,1,MONITOR,medium,baseline
EL319,Elevator,2029-01-01,0.423413,1,MONITOR,medium,baseline
EL319,Elevator,2029-02-01,0.434039,1,MONITOR,medium,baseline
EL319,Elevator,2029-03-01,0.434707,1,MONITOR,medium,baseline
EL319,Elevator,2029-04-01,0.439039,1,MONITOR,medium,baseline
EL319,Elevator,2029-05-01,0.437363,1,MONITOR,medium,baseline
EL319,Elevator,2029-06-01,0.445531,1,MONITOR,medium,baseline
EL319,Elevator,2029-07-01,0.443356,1,MONITOR,medium,baseline
EL319,Elevator,2029-08-01,0.436904,1,MONITOR,medium,baseline
EL319,Elevator,2029-09-01,0.440777,1,MONITOR,medium,baseline
EL319,Elevator,2029-10-01,0.443726,1,MONITOR,medium,baseline
EL319,Elevator,2029-11-01,0.478566,1,MONITOR,medium,baseline
EL319,Elevator,2029-12-01,0.478154,1,MONITOR,medium,baseline
EL320,Elevator,2027-01-01,0.733503,1,URGENT,high,baseline
EL320,Elevator,2027-02-01,0.540976,1,MONITOR,medium,baseline
EL320,Elevator,2027-03-01,0.506084,1,MONITOR,medium,baseline
EL320,Elevator,2027-04-01,0.514049,1,MONITOR,medium,baseline
EL320,Elevator,2027-05-01,0.561626,1,MONITOR,medium,baseline
EL320,Elevator,2027-06-01,0.493598,1,MONITOR,medium,baseline
EL320,Elevator,2027-07-01,0.490441,1,MONITOR,medium,baseline
EL320,Elevator,2027-08-01,0.48811,1,MONITOR,medium,baseline
EL320,Elevator,2027-09-01,0.496234,1,MONITOR,medium,baseline
EL320,Elevator,2027-10-01,0.492067,1,MONITOR,medium,baseline
EL320,Elevator,2027-11-01,0.52694,1,MONITOR,medium,baseline
EL320,Elevator,2027-12-01,0.551134,1,MONITOR,medium,baseline
EL320,Elevator,2028-01-01,0.556417,1,MONITOR,medium,baseline
EL320,Elevator,2028-02-01,0.506907,1,MONITOR,medium,baseline
EL320,Elevator,2028-03-01,0.502006,1,MONITOR,medium,baseline
EL320,Elevator,2028-04-01,0.497205,1,MONITOR,medium,baseline
EL320,Elevator,2028-05-01,0.49954,1,MONITOR,medium,baseline
EL320,Elevator,2028-06-01,0.501465,1,MONITOR,medium,baseline
EL320,Elevator,2028-07-01,0.542173,1,MONITOR,medium,baseline
EL320,Elevator,2028-08-01,0.536643,1,MONITOR,medium,baseline
EL320,Elevator,2028-09-01,0.544716,1,MONITOR,medium,baseline
EL320,Elevator,2028-10-01,0.547395,1,MONITOR,medium,baseline
EL320,Elevator,2028-11-01,0.591881,1,MONITOR,medium,baseline
EL320,Elevator,2028-12-01,0.610259,1,MONITOR,high,baseline
EL320,Elevator,2029-01-01,0.590657,1,MONITOR,medium,baseline
EL320,Elevator,2029-02-01,0.554775,1,MONITOR,medium,baseline
EL320,Elevator,2029-03-01,0.551032,1,MONITOR,medium,baseline
EL320,Elevator,2029-04-01,0.550561,1,MONITOR,medium,baseline
EL320,Elevator,2029-05-01,0.549789,1,MONITOR,medium,baseline
EL320,Elevator,2029-06-01,0.552611,1,MONITOR,medium,baseline
EL320,Elevator,2029-07-01,0.549486,1,MONITOR,medium,baseline
EL320,Elevator,2029-08-01,0.54397,1,MONITOR,medium,baseline
EL320,Elevator,2029-09-01,0.552022,1,MONITOR,medium,baseline
EL320,Elevator,2029-10-01,0.554694,1,MONITOR,medium,baseline
EL320,Elevator,2029-11-01,0.58759,1,MONITOR,medium,baseline
EL320,Elevator,2029-12-01,0.606033,1,MONITOR,high,baseline
EL321,Elevator,2027-01-01,0.107063,0,LOW,very_low,baseline
EL321,Elevator,2027-02-01,0.115042,0,LOW,very_low,baseline
EL321,Elevator,2027-03-01,0.118032,0,LOW,very_low,baseline
EL321,Elevator,2027-04-01,0.123448,0,LOW,very_low,baseline
EL321,Elevator,2027-05-01,0.125698,0,LOW,very_low,baseline
EL321,Elevator,2027-06-01,0.132328,0,LOW,very_low,baseline
EL321,Elevator,2027-07-01,0.133153,0,LOW,very_low,baseline
EL321,Elevator,2027-08-01,0.133754,0,LOW,very_low,baseline
EL321,Elevator,2027-09-01,0.13404,0,LOW,very_low,baseline
EL321,Elevator,2027-10-01,0.130858,0,LOW,very_low,baseline
EL321,Elevator,2027-11-01,0.163347,0,LOW,very_low,baseline
EL321,Elevator,2027-12-01,0.173402,0,LOW,very_low,baseline
EL321,Elevator,2028-01-01,0.14136,0,LOW,very_low,baseline
EL321,Elevator,2028-02-01,0.142259,0,LOW,very_low,baseline
EL321,Elevator,2028-03-01,0.14004,0,LOW,very_low,baseline
EL321,Elevator,2028-04-01,0.1364,0,LOW,very_low,baseline
EL321,Elevator,2028-05-01,0.132212,0,LOW,very_low,baseline
EL321,Elevator,2028-06-01,0.134275,0,LOW,very_low,baseline
EL321,Elevator,2028-07-01,0.145599,0,LOW,very_low,baseline
EL321,Elevator,2028-08-01,0.14464,0,LOW,very_low,baseline
EL321,Elevator,2028-09-01,0.145737,0,LOW,very_low,baseline
EL321,Elevator,2028-10-01,0.145711,0,LOW,very_low,baseline
EL321,Elevator,2028-11-01,0.190939,0,LOW,very_low,baseline
EL321,Elevator,2028-12-01,0.201271,0,LOW,low,baseline
EL321,Elevator,2029-01-01,0.155422,0,LOW,very_low,baseline
EL321,Elevator,2029-02-01,0.15696,0,LOW,very_low,baseline
EL321,Elevator,2029-03-01,0.154553,0,LOW,very_low,baseline
EL321,Elevator,2029-04-01,0.154997,0,LOW,very_low,baseline
EL321,Elevator,2029-05-01,0.155646,0,LOW,very_low,baseline
EL321,Elevator,2029-06-01,0.159355,0,LOW,very_low,baseline
EL321,Elevator,2029-07-01,0.161478,0,LOW,very_low,baseline
EL321,Elevator,2029-08-01,0.160434,0,LOW,very_low,baseline
EL321,Elevator,2029-09-01,0.166707,0,LOW,very_low,baseline
EL321,Elevator,2029-10-01,0.166677,0,LOW,very_low,baseline
EL321,Elevator,2029-11-01,0.204672,0,LOW,low,baseline
EL321,Elevator,2029-12-01,0.21555,0,LOW,low,baseline
EL322,Elevator,2027-01-01,0.229172,0,LOW,low,baseline
EL322,Elevator,2027-02-01,0.26474,0,LOW,low,baseline
EL322,Elevator,2027-03-01,0.265252,0,LOW,low,baseline
EL322,Elevator,2027-04-01,0.281103,0,LOW,low,baseline
EL322,Elevator,2027-05-01,0.286711,0,LOW,low,baseline
EL322,Elevator,2027-06-01,0.289904,0,LOW,low,baseline
EL322,Elevator,2027-07-01,0.289904,0,LOW,low,baseline
EL322,Elevator,2027-08-01,0.284196,0,LOW,low,baseline
EL322,Elevator,2027-09-01,0.288644,0,LOW,low,baseline
EL322,Elevator,2027-10-01,0.292821,0,LOW,low,baseline
EL322,Elevator,2027-11-01,0.317751,1,MONITOR,low,baseline
EL322,Elevator,2027-12-01,0.340642,1,MONITOR,low,baseline
EL322,Elevator,2028-01-01,0.278713,0,LOW,low,baseline
EL322,Elevator,2028-02-01,0.282502,0,LOW,low,baseline
EL322,Elevator,2028-03-01,0.281103,0,LOW,low,baseline
EL322,Elevator,2028-04-01,0.281103,0,LOW,low,baseline
EL322,Elevator,2028-05-01,0.285356,0,LOW,low,baseline
EL322,Elevator,2028-06-01,0.288539,0,LOW,low,baseline
EL322,Elevator,2028-07-01,0.288539,0,LOW,low,baseline
EL322,Elevator,2028-08-01,0.28433,0,LOW,low,baseline
EL322,Elevator,2028-09-01,0.288815,0,LOW,low,baseline
EL322,Elevator,2028-10-01,0.292993,0,LOW,low,baseline
EL322,Elevator,2028-11-01,0.316352,1,MONITOR,low,baseline
EL322,Elevator,2028-12-01,0.339192,1,MONITOR,low,baseline
EL322,Elevator,2029-01-01,0.277923,0,LOW,low,baseline
EL322,Elevator,2029-02-01,0.281706,0,LOW,low,baseline
EL322,Elevator,2029-03-01,0.279799,0,LOW,low,baseline
EL322,Elevator,2029-04-01,0.279799,0,LOW,low,baseline
EL322,Elevator,2029-05-01,0.285391,0,LOW,low,baseline
EL322,Elevator,2029-06-01,0.288576,0,LOW,low,baseline
EL322,Elevator,2029-07-01,0.288576,0,LOW,low,baseline
EL322,Elevator,2029-08-01,0.284366,0,LOW,low,baseline
EL322,Elevator,2029-09-01,0.288815,0,LOW,low,baseline
EL322,Elevator,2029-10-01,0.292993,0,LOW,low,baseline
EL322,Elevator,2029-11-01,0.316352,1,MONITOR,low,baseline
EL322,Elevator,2029-12-01,0.339192,1,MONITOR,low,baseline
EL323,Elevator,2027-01-01,0.444451,1,MONITOR,medium,baseline
EL323,Elevator,2027-02-01,0.475187,1,MONITOR,medium,baseline
EL323,Elevator,2027-03-01,0.500964,1,MONITOR,medium,baseline
EL323,Elevator,2027-04-01,0.498538,1,MONITOR,medium,baseline
EL323,Elevator,2027-05-01,0.547112,1,MONITOR,medium,baseline
EL323,Elevator,2027-06-01,0.550965,1,MONITOR,medium,baseline
EL323,Elevator,2027-07-01,0.548101,1,MONITOR,medium,baseline
EL323,Elevator,2027-08-01,0.542371,1,MONITOR,medium,baseline
EL323,Elevator,2027-09-01,0.542983,1,MONITOR,medium,baseline
EL323,Elevator,2027-10-01,0.547023,1,MONITOR,medium,baseline
EL323,Elevator,2027-11-01,0.58918,1,MONITOR,medium,baseline
EL323,Elevator,2027-12-01,0.584627,1,MONITOR,medium,baseline
EL323,Elevator,2028-01-01,0.533353,1,MONITOR,medium,baseline
EL323,Elevator,2028-02-01,0.538022,1,MONITOR,medium,baseline
EL323,Elevator,2028-03-01,0.541169,1,MONITOR,medium,baseline
EL323,Elevator,2028-04-01,0.541169,1,MONITOR,medium,baseline
EL323,Elevator,2028-05-01,0.545467,1,MONITOR,medium,baseline
EL323,Elevator,2028-06-01,0.549322,1,MONITOR,medium,baseline
EL323,Elevator,2028-07-01,0.546456,1,MONITOR,medium,baseline
EL323,Elevator,2028-08-01,0.542534,1,MONITOR,medium,baseline
EL323,Elevator,2028-09-01,0.543189,1,MONITOR,medium,baseline
EL323,Elevator,2028-10-01,0.547229,1,MONITOR,medium,baseline
EL323,Elevator,2028-11-01,0.587615,1,MONITOR,medium,baseline
EL323,Elevator,2028-12-01,0.583057,1,MONITOR,medium,baseline
EL323,Elevator,2029-01-01,0.532375,1,MONITOR,medium,baseline
EL323,Elevator,2029-02-01,0.537045,1,MONITOR,medium,baseline
EL323,Elevator,2029-03-01,0.539564,1,MONITOR,medium,baseline
EL323,Elevator,2029-04-01,0.539564,1,MONITOR,medium,baseline
EL323,Elevator,2029-05-01,0.54551,1,MONITOR,medium,baseline
EL323,Elevator,2029-06-01,0.549366,1,MONITOR,medium,baseline
EL323,Elevator,2029-07-01,0.5465,1,MONITOR,medium,baseline
EL323,Elevator,2029-08-01,0.542578,1,MONITOR,medium,baseline
EL323,Elevator,2029-09-01,0.543189,1,MONITOR,medium,baseline
EL323,Elevator,2029-10-01,0.547229,1,MONITOR,medium,baseline
EL323,Elevator,2029-11-01,0.587615,1,MONITOR,medium,baseline
EL323,Elevator,2029-12-01,0.583057,1,MONITOR,medium,baseline
EL324,Elevator,2027-01-01,0.715612,1,URGENT,high,baseline
EL324,Elevator,2027-02-01,0.605656,1,MONITOR,high,baseline
EL324,Elevator,2027-03-01,0.627436,1,MONITOR,high,baseline
EL324,Elevator,2027-04-01,0.674421,1,MONITOR,high,baseline
EL324,Elevator,2027-05-01,0.639926,1,MONITOR,high,baseline
EL324,Elevator,2027-06-01,0.642179,1,MONITOR,high,baseline
EL324,Elevator,2027-07-01,0.6418,1,MONITOR,high,baseline
EL324,Elevator,2027-08-01,0.632836,1,MONITOR,high,baseline
EL324,Elevator,2027-09-01,0.634089,1,MONITOR,high,baseline
EL324,Elevator,2027-10-01,0.637609,1,MONITOR,high,baseline
EL324,Elevator,2027-11-01,0.672053,1,MONITOR,high,baseline
EL324,Elevator,2027-12-01,0.680489,1,MONITOR,high,baseline
EL324,Elevator,2028-01-01,0.649391,1,MONITOR,high,baseline
EL324,Elevator,2028-02-01,0.63479,1,MONITOR,high,baseline
EL324,Elevator,2028-03-01,0.634139,1,MONITOR,high,baseline
EL324,Elevator,2028-04-01,0.638727,1,MONITOR,high,baseline
EL324,Elevator,2028-05-01,0.639403,1,MONITOR,high,baseline
EL324,Elevator,2028-06-01,0.640646,1,MONITOR,high,baseline
EL324,Elevator,2028-07-01,0.640266,1,MONITOR,high,baseline
EL324,Elevator,2028-08-01,0.631285,1,MONITOR,high,baseline
EL324,Elevator,2028-09-01,0.63702,1,MONITOR,high,baseline
EL324,Elevator,2028-10-01,0.640528,1,MONITOR,high,baseline
EL324,Elevator,2028-11-01,0.674836,1,MONITOR,high,baseline
EL324,Elevator,2028-12-01,0.68252,1,MONITOR,high,baseline
EL324,Elevator,2029-01-01,0.653371,1,MONITOR,high,baseline
EL324,Elevator,2029-02-01,0.637305,1,MONITOR,high,baseline
EL324,Elevator,2029-03-01,0.63707,1,MONITOR,high,baseline
EL324,Elevator,2029-04-01,0.641642,1,MONITOR,high,baseline
EL324,Elevator,2029-05-01,0.643846,1,MONITOR,high,baseline
EL324,Elevator,2029-06-01,0.646433,1,MONITOR,high,baseline
EL324,Elevator,2029-07-01,0.646056,1,MONITOR,high,baseline
EL324,Elevator,2029-08-01,0.637138,1,MONITOR,high,baseline
EL324,Elevator,2029-09-01,0.638385,1,MONITOR,high,baseline
EL324,Elevator,2029-10-01,0.653334,1,MONITOR,high,baseline
EL324,Elevator,2029-11-01,0.687017,1,MONITOR,high,baseline
EL324,Elevator,2029-12-01,0.694544,1,MONITOR,high,baseline
EL325,Elevator,2027-01-01,0.288868,0,LOW,low,baseline
EL325,Elevator,2027-02-01,0.295773,0,LOW,low,baseline
EL325,Elevator,2027-03-01,0.296326,0,LOW,low,baseline
EL325,Elevator,2027-04-01,0.295605,0,LOW,low,baseline
EL325,Elevator,2027-05-01,0.301382,1,MONITOR,low,baseline
EL325,Elevator,2027-06-01,0.304668,1,MONITOR,low,baseline
EL325,Elevator,2027-07-01,0.304668,1,MONITOR,low,baseline
EL325,Elevator,2027-08-01,0.300798,1,MONITOR,low,baseline
EL325,Elevator,2027-09-01,0.305395,1,MONITOR,low,baseline
EL325,Elevator,2027-10-01,0.308058,1,MONITOR,low,baseline
EL325,Elevator,2027-11-01,0.330957,1,MONITOR,low,baseline
EL325,Elevator,2027-12-01,0.357715,1,MONITOR,low,baseline
EL325,Elevator,2028-01-01,0.288868,0,LOW,low,baseline
EL325,Elevator,2028-02-01,0.295773,0,LOW,low,baseline
EL325,Elevator,2028-03-01,0.296326,0,LOW,low,baseline
EL325,Elevator,2028-04-01,0.295605,0,LOW,low,baseline
EL325,Elevator,2028-05-01,0.301382,1,MONITOR,low,baseline
EL325,Elevator,2028-06-01,0.304668,1,MONITOR,low,baseline
EL325,Elevator,2028-07-01,0.304668,1,MONITOR,low,baseline
EL325,Elevator,2028-08-01,0.300798,1,MONITOR,low,baseline
EL325,Elevator,2028-09-01,0.307414,1,MONITOR,low,baseline
EL325,Elevator,2028-10-01,0.310087,1,MONITOR,low,baseline
EL325,Elevator,2028-11-01,0.33282,1,MONITOR,low,baseline
EL325,Elevator,2028-12-01,0.357713,1,MONITOR,low,baseline
EL325,Elevator,2029-01-01,0.290824,0,LOW,low,baseline
EL325,Elevator,2029-02-01,0.297756,0,LOW,low,baseline
EL325,Elevator,2029-03-01,0.298311,0,LOW,low,baseline
EL325,Elevator,2029-04-01,0.297587,0,LOW,low,baseline
EL325,Elevator,2029-05-01,0.303386,1,MONITOR,low,baseline
EL325,Elevator,2029-06-01,0.314513,1,MONITOR,low,baseline
EL325,Elevator,2029-07-01,0.314513,1,MONITOR,low,baseline
EL325,Elevator,2029-08-01,0.310575,1,MONITOR,low,baseline
EL325,Elevator,2029-09-01,0.315253,1,MONITOR,low,baseline
EL325,Elevator,2029-10-01,0.328939,1,MONITOR,low,baseline
EL325,Elevator,2029-11-01,0.350433,1,MONITOR,low,baseline
EL325,Elevator,2029-12-01,0.377875,1,MONITOR,low,baseline
EL326,Elevator,2027-01-01,0.676916,1,MONITOR,high,baseline
EL326,Elevator,2027-02-01,0.647108,1,MONITOR,high,baseline
EL326,Elevator,2027-03-01,0.611412,1,MONITOR,high,baseline
EL326,Elevator,2027-04-01,0.624344,1,MONITOR,high,baseline
EL326,Elevator,2027-05-01,0.66372,1,MONITOR,high,baseline
EL326,Elevator,2027-06-01,0.625004,1,MONITOR,high,baseline
EL326,Elevator,2027-07-01,0.624617,1,MONITOR,high,baseline
EL326,Elevator,2027-08-01,0.61835,1,MONITOR,high,baseline
EL326,Elevator,2027-09-01,0.622651,1,MONITOR,high,baseline
EL326,Elevator,2027-10-01,0.626777,1,MONITOR,high,baseline
EL326,Elevator,2027-11-01,0.651822,1,MONITOR,high,baseline
EL326,Elevator,2027-12-01,0.656963,1,MONITOR,high,baseline
EL326,Elevator,2028-01-01,0.617706,1,MONITOR,high,baseline
EL326,Elevator,2028-02-01,0.618663,1,MONITOR,high,baseline
EL326,Elevator,2028-03-01,0.617451,1,MONITOR,high,baseline
EL326,Elevator,2028-04-01,0.619928,1,MONITOR,high,baseline
EL326,Elevator,2028-05-01,0.622876,1,MONITOR,high,baseline
EL326,Elevator,2028-06-01,0.624142,1,MONITOR,high,baseline
EL326,Elevator,2028-07-01,0.623755,1,MONITOR,high,baseline
EL326,Elevator,2028-08-01,0.617482,1,MONITOR,high,baseline
EL326,Elevator,2028-09-01,0.620806,1,MONITOR,high,baseline
EL326,Elevator,2028-10-01,0.624857,1,MONITOR,high,baseline
EL326,Elevator,2028-11-01,0.649959,1,MONITOR,high,baseline
EL326,Elevator,2028-12-01,0.656936,1,MONITOR,high,baseline
EL326,Elevator,2029-01-01,0.615506,1,MONITOR,high,baseline
EL326,Elevator,2029-02-01,0.616465,1,MONITOR,high,baseline
EL326,Elevator,2029-03-01,0.61525,1,MONITOR,high,baseline
EL326,Elevator,2029-04-01,0.617733,1,MONITOR,high,baseline
EL326,Elevator,2029-05-01,0.623968,1,MONITOR,high,baseline
EL326,Elevator,2029-06-01,0.625233,1,MONITOR,high,baseline
EL326,Elevator,2029-07-01,0.624847,1,MONITOR,high,baseline
EL326,Elevator,2029-08-01,0.619169,1,MONITOR,high,baseline
EL326,Elevator,2029-09-01,0.620569,1,MONITOR,high,baseline
EL326,Elevator,2029-10-01,0.624704,1,MONITOR,high,baseline
EL326,Elevator,2029-11-01,0.64981,1,MONITOR,high,baseline
EL326,Elevator,2029-12-01,0.654965,1,MONITOR,high,baseline
EL327X,Elevator,2027-01-01,0.00091,0,LOW,very_low,baseline
EL327X,Elevator,2027-02-01,0.000909,0,LOW,very_low,baseline
EL327X,Elevator,2027-03-01,0.000913,0,LOW,very_low,baseline
EL327X,Elevator,2027-04-01,0.00103,0,LOW,very_low,baseline
EL327X,Elevator,2027-05-01,0.001011,0,LOW,very_low,baseline
EL327X,Elevator,2027-06-01,0.001041,0,LOW,very_low,baseline
EL327X,Elevator,2027-07-01,0.001007,0,LOW,very_low,baseline
EL327X,Elevator,2027-08-01,0.00099,0,LOW,very_low,baseline
EL327X,Elevator,2027-09-01,0.000992,0,LOW,very_low,baseline
EL327X,Elevator,2027-10-01,0.001,0,LOW,very_low,baseline
EL327X,Elevator,2027-11-01,0.001053,0,LOW,very_low,baseline
EL327X,Elevator,2027-12-01,0.001109,0,LOW,very_low,baseline
EL327X,Elevator,2028-01-01,0.001127,0,LOW,very_low,baseline
EL327X,Elevator,2028-02-01,0.001131,0,LOW,very_low,baseline
