date,ofns_desc,pd_desc,law_cat_cd,boro_nm,station_name,year,month,month_year
2020-07-28,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",MISDEMEANOR,BROOKLYN,CYPRESS HILLS,2020,7,2020-07
2020-07-28,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",MISDEMEANOR,MANHATTAN,WEST 34 STREET/HUDSON YARDS,2020,7,2020-07
2020-07-28,SEX CRIMES,"SEXUAL ABUSE 3,2",MISDEMEANOR,BROOKLYN,7TH AVENUE,2020,7,2020-07
2020-07-28,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",MISDEMEANOR,MANHATTAN,EAST BROADWAY,2020,7,2020-07
2020-07-28,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",MISDEMEANOR,MANHATTAN,CHAMBERS ST.-WORLD TRADE CENTE,2020,7,2020-07
2020-07-28,ROBBERY,"ROBBERY,PERSONAL ELECTRONIC DEVICE",FELONY,MANHATTAN,CHAMBERS STREET,2020,7,2020-07
2020-07-28,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,PERSONAL ELECTRONIC DEVICE(SNATCH)",FELONY,BROOKLYN,UTICA AVE.-CROWN HEIGHTS,2020,7,2020-07
2020-07-28,OFF. AGNST PUB ORD SENSBLTY &,"LEWDNESS,PUBLIC",MISDEMEANOR,BROOKLYN,UTICA AVENUE,2020,7,2020-07
2020-07-28,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,BROOKLYN,CLARK STREET,2020,7,2020-07
2020-07-28,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,BROOKLYN,SMITH-9 STREETS,2020,7,2020-07
2020-07-27,ROBBERY,"ROBBERY,PERSONAL ELECTRONIC DEVICE",FELONY,BROOKLYN,PACIFIC STREET,2020,7,2020-07
2020-07-27,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,QUEENS,QUEENSBORO PLAZA,2020,7,2020-07
2020-07-27,ROBBERY,"ROBBERY,PERSONAL ELECTRONIC DEVICE",FELONY,MANHATTAN,6 AVENUE,2020,7,2020-07
2020-07-27,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",MISDEMEANOR,BROOKLYN,BOROUGH HALL,2020,7,2020-07
2020-07-26,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL,    UNCL 2ND",FELONY,MANHATTAN,WEST 34 STREET/HUDSON YARDS,2020,7,2020-07
2020-07-27,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",FELONY,QUEENS,JAMAICA-VAN WYCK,2020,7,2020-07
2020-07-27,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",FELONY,BROOKLYN,UTICA AVE.-CROWN HEIGHTS,2020,7,2020-07
2020-07-27,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",VIOLATION,MANHATTAN,125 STREET,2020,7,2020-07
2020-07-27,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",FELONY,MANHATTAN,135 STREET,2020,7,2020-07
2020-07-27,CRIMINAL MISCHIEF & RELATED OF,RECKLESS ENDANGERMENT OF PROPE,MISDEMEANOR,BROOKLYN,NOSTRAND AVENUE,2020,7,2020-07
2020-07-27,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",FELONY,BROOKLYN,OCEAN PKWY,2020,7,2020-07
2020-07-26,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",MISDEMEANOR,BRONX,238 STREET,2020,7,2020-07
2020-07-27,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL,    UNCL 2ND",FELONY,MANHATTAN,DELANCEY STREET,2020,7,2020-07
2020-07-27,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,MANHATTAN,42 ST.-TIMES SQUARE,2020,7,2020-07
2020-07-27,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,MANHATTAN,42 ST.-GRAND CENTRAL,2020,7,2020-07
2020-07-27,PETIT LARCENY,"LARCENY,PETIT FROM OPEN AREAS,",MISDEMEANOR,MANHATTAN,59 ST.-COLUMBUS CIRCLE,2020,7,2020-07
2020-07-26,ROBBERY,"ROBBERY,PUBLIC PLACE INSIDE",FELONY,BRONX,HUNTS POINT AVENUE,2020,7,2020-07
2020-07-27,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,BROOKLYN,9TH STREET,2020,7,2020-07
2020-07-27,ROBBERY,"ROBBERY,PUBLIC PLACE INSIDE",FELONY,MANHATTAN,47-50 STS./ROCKEFELLER CTR.,2020,7,2020-07
2020-07-26,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,MANHATTAN,110 ST.-CENTRAL PARK NORTH,2020,7,2020-07
2020-07-26,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,PICK",FELONY,BRONX,ST. LAWRENCE AVENUE,2020,7,2020-07
2020-07-26,GRAND LARCENY,"LARCENY,GRAND BY ACQUIRING LOST CREDIT CARD",FELONY,BROOKLYN,BAY PARKWAY,2020,7,2020-07
2020-07-26,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,QUEENS,PARSONS BLVD.,2020,7,2020-07
2020-07-26,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,QUEENS,PARSONS/ARCHER-JAMAICA CENTER,2020,7,2020-07
2020-07-25,FELONY ASSAULT,ASSAULT OTHER PUBLIC SERVICE EMPLOYEE,FELONY,BROOKLYN,JAY STREET-BOROUGH HALL,2020,7,2020-07
2020-07-25,ROBBERY,"ROBBERY,PERSONAL ELECTRONIC DEVICE",FELONY,MANHATTAN,23 STREET,2020,7,2020-07
2020-07-25,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",FELONY,BROOKLYN,UNION STREET,2020,7,2020-07
2020-07-25,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",VIOLATION,BROOKLYN,LAWRENCE STREET,2020,7,2020-07
2020-07-24,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",MISDEMEANOR,MANHATTAN,WEST 34 STREET/HUDSON YARDS,2020,7,2020-07
2020-07-20,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",VIOLATION,BRONX,FORDHAM ROAD,2020,7,2020-07
2020-07-23,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",MISDEMEANOR,BROOKLYN,HIGH STREET,2020,7,2020-07
2020-07-25,PETIT LARCENY,"LARCENY,PETIT FROM OPEN AREAS,",MISDEMEANOR,QUEENS,65 STREET,2020,7,2020-07
2020-07-24,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MIS 2 & 3,FELONY,MANHATTAN,168 ST.-WASHINGTON HTS.,2020,7,2020-07
2020-07-24,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL,    UNCL 2ND",FELONY,MANHATTAN,W. 4 STREET,2020,7,2020-07
2020-07-24,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",MISDEMEANOR,BRONX,PELHAM PKWY.,2020,7,2020-07
2020-07-23,PETIT LARCENY,"LARCENY,PETIT FROM OPEN AREAS,",MISDEMEANOR,MANHATTAN,42 ST.-GRAND CENTRAL,2020,7,2020-07
2020-07-18,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,PICK",FELONY,QUEENS,ROOSEVELT AVE.-JACKSON HEIGHTS,2020,7,2020-07
2020-07-24,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",VIOLATION,BROOKLYN,NECK ROAD,2020,7,2020-07
2020-07-24,MISCELLANEOUS PENAL LAW,"MARIJUANA, POSSESSION",VIOLATION,MANHATTAN,42 ST.-TIMES SQUARE,2020,7,2020-07
2020-07-24,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,LUSH WORKER(SLEEPING/UNCON VICTIM)",FELONY,MANHATTAN,59 ST.-COLUMBUS CIRCLE,2020,7,2020-07
2020-07-24,PETIT LARCENY,"LARCENY,PETIT FROM OPEN AREAS,",MISDEMEANOR,BROOKLYN,NEVINS STREET,2020,7,2020-07
2020-07-24,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",MISDEMEANOR,MANHATTAN,2 AVENUE,2020,7,2020-07
2020-07-24,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",MISDEMEANOR,QUEENS,QUEENSBORO PLAZA,2020,7,2020-07
2020-07-24,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL,    UNCL 2ND",FELONY,BRONX,PELHAM BAY PARK,2020,7,2020-07
2020-07-23,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL,    UNCL 2ND",FELONY,QUEENS,MAIN ST.-FLUSHING,2020,7,2020-07
2020-07-24,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",VIOLATION,BRONX,231 STREET,2020,7,2020-07
2020-07-24,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,PURS",FELONY,MANHATTAN,145 STREET,2020,7,2020-07
2020-07-23,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",VIOLATION,BROOKLYN,ATLANTIC AVENUE,2020,7,2020-07
2020-07-23,FELONY ASSAULT,ASSAULT POLICE/PEACE OFFICER,FELONY,BROOKLYN,COURT STREET,2020,7,2020-07
2020-07-23,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",VIOLATION,BROOKLYN,53 STREET,2020,7,2020-07
2020-07-16,SEX CRIMES,"SEXUAL ABUSE 3,2",MISDEMEANOR,MANHATTAN,57 STREET,2020,7,2020-07
2020-07-23,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,MANHATTAN,155 STREET,2020,7,2020-07
2020-07-22,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",VIOLATION,MANHATTAN,W. 4 STREET,2020,7,2020-07
2020-07-23,ROBBERY,"ROBBERY,PERSONAL ELECTRONIC DEVICE",FELONY,QUEENS,QUEENS PLAZA,2020,7,2020-07
2020-07-22,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",VIOLATION,BROOKLYN,EASTERN PKWY-BROOKLYN MUSEUM,2020,7,2020-07
2020-07-12,GRAND LARCENY,"LARCENY,GRAND BY ACQUIRING LOST CREDIT CARD",FELONY,MANHATTAN,34 ST.-HERALD SQ.,2020,7,2020-07
2020-07-23,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",MISDEMEANOR,BRONX,219 STREET,2020,7,2020-07
2020-07-20,ROBBERY,"ROBBERY,PUBLIC PLACE INSIDE",FELONY,MANHATTAN,42 ST.-PORT AUTHORITY BUS TERM,2020,7,2020-07
2020-07-22,GRAND LARCENY,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",FELONY,MANHATTAN,155 STREET,2020,7,2020-07
2020-07-22,ROBBERY,"ROBBERY,PERSONAL ELECTRONIC DEVICE",FELONY,BRONX,EAST 180 STREET,2020,7,2020-07
2020-07-22,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL,    UNCL 2ND",FELONY,BRONX,PELHAM BAY PARK,2020,7,2020-07
2020-07-21,GRAND LARCENY,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",FELONY,MANHATTAN,42 ST.-TIMES SQUARE,2020,7,2020-07
2020-07-22,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,BROOKLYN,ROCKAWAY PKWY-CANARSIE,2020,7,2020-07
2020-07-22,GRAND LARCENY,"LARCENY,GRAND PERSON,NECK CHAI",FELONY,BROOKLYN,86 STREET,2020,7,2020-07
2020-07-22,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",VIOLATION,BROOKLYN,HOYT-SCHERMERHORN,2020,7,2020-07
2020-07-22,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,BROOKLYN,CHURCH AVENUE,2020,7,2020-07
2020-07-21,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,MANHATTAN,148 ST.-HARLEM,2020,7,2020-07
2020-07-21,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",VIOLATION,BROOKLYN,ATLANTIC AVENUE,2020,7,2020-07
2020-07-21,ROBBERY,"ROBBERY,PERSONAL ELECTRONIC DEVICE",FELONY,QUEENS,QUEENS PLAZA,2020,7,2020-07
2020-07-21,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",FELONY,BRONX,PELHAM PKWY.,2020,7,2020-07
2020-07-21,SEX CRIMES,"SEXUAL ABUSE 3,2",MISDEMEANOR,MANHATTAN,145 STREET,2020,7,2020-07
2020-07-20,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",MISDEMEANOR,BRONX,MIDDLETOWN ROAD,2020,7,2020-07
2020-07-20,CRIMINAL TRESPASS,"TRESPASS 3, CRIMINAL",MISDEMEANOR,MANHATTAN,157 STREET,2020,7,2020-07
2020-07-20,PETIT LARCENY,"LARCENY,PETIT FROM OPEN AREAS,",MISDEMEANOR,MANHATTAN,49 STREET,2020,7,2020-07
2020-07-20,SEX CRIMES,"SEXUAL ABUSE 3,2",MISDEMEANOR,BROOKLYN,NOSTRAND AVENUE,2020,7,2020-07
2020-07-06,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",MISDEMEANOR,MANHATTAN,LEXINGTON AVE.,2020,7,2020-07
2020-07-21,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",MISDEMEANOR,BROOKLYN,FLATBUSH AVE.-BROOKLYN COLLEGE,2020,7,2020-07
2020-07-20,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL,    UNCL 2ND",FELONY,MANHATTAN,WEST 34 STREET/HUDSON YARDS,2020,7,2020-07
2020-07-02,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF, CRIMINAL 4, BY FIRE",MISDEMEANOR,MANHATTAN,18 STREET,2020,7,2020-07
2020-07-17,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MIS 2 & 3,FELONY,BRONX,DYRE AVE.-EASTCHESTER,2020,7,2020-07
2020-07-20,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",FELONY,MANHATTAN,42 STREET,2020,7,2020-07
2020-07-19,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",MISDEMEANOR,BRONX,PELHAM BAY PARK,2020,7,2020-07
2020-07-18,BURGLARY,"BURGLARY,UNCLASSIFIED,UNKNOWN",FELONY,BROOKLYN,NEVINS STREET,2020,7,2020-07
2020-07-20,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL,    UNCL 2ND",FELONY,QUEENS,MAIN ST.-FLUSHING,2020,7,2020-07
2020-07-20,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",VIOLATION,BROOKLYN,UTICA AVE.-CROWN HEIGHTS,2020,7,2020-07
2020-07-19,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MIS 2 & 3,FELONY,BRONX,EAST 180 STREET,2020,7,2020-07
2020-07-20,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF, CRIMINAL 4, BY FIRE",MISDEMEANOR,QUEENS,BEACH 67 STREET,2020,7,2020-07
2020-07-17,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,LUSH WORKER(SLEEPING/UNCON VICTIM)",FELONY,MANHATTAN,8 AVENUE,2020,7,2020-07
2020-07-19,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL,    UNCL 2ND",FELONY,QUEENS,45 ROAD-COURT HOUSE SQUARE,2020,7,2020-07
2020-07-20,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL,    UNCL 2ND",FELONY,BROOKLYN,"AVENUE ""J""",2020,7,2020-07
2020-07-20,SEX CRIMES,"SEXUAL ABUSE 3,2",MISDEMEANOR,MANHATTAN,42 STREET,2020,7,2020-07
2020-07-20,ROBBERY,"ROBBERY,POCKETBOOK/CARRIED BAG",FELONY,MANHATTAN,23 STREET,2020,7,2020-07
2020-07-15,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,LUSH WORKER(SLEEPING/UNCON VICTIM)",FELONY,MANHATTAN,96TH STREET,2020,7,2020-07
2020-07-20,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,PURS",FELONY,BROOKLYN,CLEVELAND STREET,2020,7,2020-07
2020-07-20,GRAND LARCENY,"LARCENY,GRAND PERSON,NECK CHAI",FELONY,MANHATTAN,125 STREET,2020,7,2020-07
2020-07-19,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,BROOKLYN,BROADWAY-EAST NEW YORK,2020,7,2020-07
2020-07-19,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,MANHATTAN,116 STREET,2020,7,2020-07
2020-07-19,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",VIOLATION,BROOKLYN,9TH STREET,2020,7,2020-07
2020-07-19,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",MISDEMEANOR,MANHATTAN,168 ST.-WASHINGTON HTS.,2020,7,2020-07
2020-07-17,GRAND LARCENY,"LARCENY,GRAND FROM PERSON,PERSONAL ELECTRONIC DEVICE(SNATCH)",FELONY,MANHATTAN,ASTOR PLACE,2020,7,2020-07
2020-07-18,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",MISDEMEANOR,(NULL),PELHAM BAY PARK,2020,7,2020-07
2020-07-17,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,MANHATTAN,W. 4 STREET,2020,7,2020-07
2020-07-18,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",MISDEMEANOR,BROOKLYN,LORIMER STREET,2020,7,2020-07
2020-07-17,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL,    UNCL 2ND",FELONY,QUEENS,WOODHAVEN BLVD.,2020,7,2020-07
2020-07-18,MISCELLANEOUS PENAL LAW,CRIMINAL CONTEMPT 1,FELONY,QUEENS,74 ST.-BROADWAY,2020,7,2020-07
2020-07-18,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL,    UNCL 2ND",FELONY,MANHATTAN,W. 4 STREET,2020,7,2020-07
2020-07-16,PETIT LARCENY,"LARCENY,PETIT FROM BUILDING,UN",MISDEMEANOR,QUEENS,UNION TURNPIKE-KEW GARDENS,2020,7,2020-07
2020-07-17,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,BROOKLYN,MORGAN AVENUE,2020,7,2020-07
2020-07-17,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,BROOKLYN,KOSCIUSKO STREET,2020,7,2020-07
2020-07-17,ROBBERY,"ROBBERY,PERSONAL ELECTRONIC DEVICE",FELONY,MANHATTAN,FULTON STREET,2020,7,2020-07
2020-07-17,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,MANHATTAN,59 STREET,2020,7,2020-07
2020-07-16,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",MISDEMEANOR,QUEENS,52 STREET,2020,7,2020-07
2020-07-17,SEX CRIMES,"SEXUAL ABUSE 3,2",MISDEMEANOR,QUEENS,PARSONS BLVD.,2020,7,2020-07
2020-07-17,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL,    UNCL 2ND",FELONY,BRONX,EAST TREMONT AV.-WESTCHESTER S,2020,7,2020-07
2020-07-17,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL,    UNCL 2ND",FELONY,MANHATTAN,8 ST.-NYU,2020,7,2020-07
2020-07-17,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",VIOLATION,BROOKLYN,CYPRESS HILLS,2020,7,2020-07
2020-07-17,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,QUEENS,103 ST.-CORONA PLAZA,2020,7,2020-07
2020-07-17,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",MISDEMEANOR,MANHATTAN,WHITEHALL ST.-SOUTH FERRY,2020,7,2020-07
2020-07-14,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",MISDEMEANOR,BROOKLYN,59 STREET,2020,7,2020-07
2020-07-17,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",MISDEMEANOR,BRONX,EAST TREMONT AV.-WESTCHESTER S,2020,7,2020-07
2020-07-17,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",VIOLATION,MANHATTAN,HOUSTON STREET,2020,7,2020-07
2020-07-17,PETIT LARCENY,"LARCENY,PETIT FROM OPEN AREAS,",MISDEMEANOR,MANHATTAN,WALL STREET,2020,7,2020-07
2020-07-16,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",VIOLATION,BROOKLYN,FRANKLIN AVENUE,2020,7,2020-07
2020-07-16,OFFENSES AGAINST THE PERSON,RECKLESS ENDANGERMENT 2,MISDEMEANOR,MANHATTAN,50 STREET,2020,7,2020-07
2020-07-15,OFFENSES AGAINST THE PERSON,RECKLESS ENDANGERMENT 2,MISDEMEANOR,MANHATTAN,59 ST.-COLUMBUS CIRCLE,2020,7,2020-07
2020-07-16,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",MISDEMEANOR,BRONX,183 STREET,2020,7,2020-07
2020-07-16,OFF. AGNST PUB ORD SENSBLTY &,"LEWDNESS,PUBLIC",MISDEMEANOR,MANHATTAN,57 STREET,2020,7,2020-07
2020-07-16,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL,    UNCL 2ND",FELONY,BRONX,241 ST.-WAKEFIELD,2020,7,2020-07
2020-07-16,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",VIOLATION,QUEENS,MYRTLE/WYCKOFF AVENUES,2020,7,2020-07
2020-07-15,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,MANHATTAN,42 ST.-PORT AUTHORITY BUS TERM,2020,7,2020-07
2020-07-15,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL,    UNCL 2ND",FELONY,BRONX,ALLERTON AVENUE,2020,7,2020-07
2020-07-16,FELONY ASSAULT,"ASSAULT 2,1,UNCLASSIFIED",FELONY,BROOKLYN,BAY 50 STREET,2020,7,2020-07
2020-07-16,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",MISDEMEANOR,MANHATTAN,CANAL STREET,2020,7,2020-07
2020-07-16,GRAND LARCENY,"LARCENY,GRAND PERSON,NECK CHAI",FELONY,MANHATTAN,LEXINGTON AVE.,2020,7,2020-07
2020-07-15,MISCELLANEOUS PENAL LAW,EXPOSURE OF A PERSON,VIOLATION,BRONX,149 ST.-GRAND CONCOURSE,2020,7,2020-07
2020-07-14,OFF. AGNST PUB ORD SENSBLTY &,"LEWDNESS,PUBLIC",MISDEMEANOR,QUEENS,36 STREET,2020,7,2020-07
2020-07-16,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",MISDEMEANOR,BRONX,HUNTS POINT AVENUE,2020,7,2020-07
2020-07-14,SEX CRIMES,"SEXUAL ABUSE 3,2",MISDEMEANOR,MANHATTAN,CHAMBERS STREET,2020,7,2020-07
2020-07-15,ROBBERY,"ROBBERY,PUBLIC PLACE INSIDE",FELONY,QUEENS,UNION TURNPIKE-KEW GARDENS,2020,7,2020-07
2020-07-15,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",VIOLATION,MANHATTAN,42 STREET,2020,7,2020-07
2020-07-14,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,QUEENS,FAR ROCKAWAY-MOTT AVE.,2020,7,2020-07
2020-07-15,PETIT LARCENY,"LARCENY,PETIT FROM BUILDING,UN",MISDEMEANOR,QUEENS,PARSONS/ARCHER-JAMAICA CENTER,2020,7,2020-07
2020-07-15,ASSAULT 3 & RELATED OFFENSES,"MENACING,UNCLASSIFIED",MISDEMEANOR,QUEENS,UNION TURNPIKE-KEW GARDENS,2020,7,2020-07
2020-07-15,HARRASSMENT 2,"HARASSMENT,SUBD 3,4,5",VIOLATION,MANHATTAN,W. 4 STREET,2020,7,2020-07
2020-07-14,GRAND LARCENY,"LARCENY,GRAND FROM PERSON, BAG OPEN/DIP",FELONY,MANHATTAN,GRAND STREET,2020,7,2020-07
2020-07-15,PETIT LARCENY,"LARCENY,PETIT FROM OPEN AREAS,",MISDEMEANOR,MANHATTAN,168 ST.-WASHINGTON HTS.,2020,7,2020-07
2020-07-10,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",MISDEMEANOR,QUEENS,45 ROAD-COURT HOUSE SQUARE,2020,7,2020-07
2020-07-14,PETIT LARCENY,"LARCENY,PETIT FROM OPEN AREAS,",MISDEMEANOR,BRONX,174-175 STREETS,2020,7,2020-07
2020-07-15,ASSAULT 3 & RELATED OFFENSES,ASSAULT 3,MISDEMEANOR,BROOKLYN,UTICA AVE.-CROWN HEIGHTS,2020,7,2020-07
2020-07-06,OFF. AGNST PUB ORD SENSBLTY &,"LEWDNESS,PUBLIC",MISDEMEANOR,BROOKLYN,EUCLID AVENUE,2020,7,2020-07
2020-07-14,CRIMINAL MISCHIEF & RELATED OF,"MISCHIEF,CRIMINAL,    UNCL 2ND",FELONY,MANHATTAN,WEST 34 STREET/HUDSON YARDS,2020,7,2020-07
2020-07-15,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",VIOLATION,MANHATTAN,SOUTH FERRY,2020,7,2020-07
2020-07-15,OFF. AGNST PUB ORD SENSBLTY &,"LEWDNESS,PUBLIC",MISDEMEANOR,MANHATTAN,207 STREET,2020,7,2020-07
2020-06-14,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",MISDEMEANOR,QUEENS,75 ST.-ELDERTS LANE,2020,6,2020-06
2020-07-15,HARRASSMENT 2,"HARASSMENT,SUBD 1,CIVILIAN",VIOLATION,MANHATTAN,14 STREET,2020,7,2020-07
2020-07-15,OFFENSES AGAINST THE PERSON,RECKLESS ENDANGERMENT 2,MISDEMEANOR,MANHATTAN,79 STREET,2020,7,2020-07
2020-07-13,CRIMINAL MISCHIEF & RELATED OF,CRIMINAL MIS 2 & 3,FELONY,QUEENS,ASTORIA BLVD.,2020,7,2020-07
2020-07-14,CRIMINAL MISCHIEF & RELATED OF,"CRIMINAL MISCHIEF 4TH, GRAFFIT",MISDEMEANOR,BRONX,3 AVENUE-138 STREET,2020,7,2020-07
